Gene_ID,Locus_Tag,Feature_Type,Name,BlastRules,COG,EC,GO,KEGG,NCBIFam,PFAM,RFAM,RefSeq,SO,UniParc,UniRef
MPDKNC_02443,MPDKNC_02443,CDS,Serine protease,,COG2340|DR,,,,,,,,0001217,,UniRef50_A0A366Y167|UniRef90_A0A0M0GSC5
MPDKNC_02444,MPDKNC_02444,CDS,DSBA oxidoreductase,,COG2761|O,,,,,,,WP_079516157.1,0001217,UPI0009A8E13E,UniRef100_A0A5D4S284|UniRef50_J7ZSK4|UniRef90_A0A0M0GQH2
MPDKNC_02445,MPDKNC_02445,CDS,RNA helicase,,COG1202|L,5.6.2.6,,K17675,,,,WP_238281170.1,0001217,UPI001EE2F70A,UniRef100_UPI001EE2F70A|UniRef50_W4PYR4|UniRef90_A0A0M0GQQ3
MPDKNC_02446,MPDKNC_02446,CDS,CoxG family protein,,C|COG3427,,,,,,,WP_179125819.1,0001217,UPI0015C4DC36,UniRef100_UPI0015C4DC36|UniRef50_A0A165J5K6|UniRef90_A0A165J5K6
MPDKNC_02447,MPDKNC_02447,CDS,Haloacid dehalogenase,,COG1011|H,3.1.3.3,,K25528,,,,WP_238281172.1,0001217,UPI001EE39F56,UniRef100_UPI001EE39F56|UniRef50_A0A1D7QSW9|UniRef90_A0A0M0GPA3
MPDKNC_02448,MPDKNC_02448,CDS,DUF948 domain-containing protein,,COG4768|S,,,,,,,WP_238281173.1,0001217,UPI001EE19337,UniRef100_UPI001EE19337|UniRef50_A0A0P6WR03|UniRef90_A0A0J5VDY2
MPDKNC_02449,MPDKNC_02449,CDS,Calcineurin-like phosphoesterase domain-containing protein,,,,,,,,,WP_238281174.1,0001217,UPI001EE1A2F2,UniRef100_UPI001EE1A2F2|UniRef50_A0A163JN13|UniRef90_A0A163JN13
MPDKNC_02450,MPDKNC_02450,ncRNA,6S / SsrS RNA,,,,,,,,RF00013,,0000655,,
MPDKNC_02451,MPDKNC_02451,CDS,Peptidyl-prolyl cis-trans isomerase,,COG0652|O,,,,,,,WP_048003744.1,0001217,UPI00064FEBA4,UniRef100_A0A0J5TIZ6|UniRef50_B1X3T9|UniRef90_A0A6F8TT67
MPDKNC_02452,MPDKNC_02452,CDS,Holin,,,,,,,,,WP_235563547.1,0001217,UPI000B05D514,UniRef100_A0A0M0GT46|UniRef50_A0A6I6UIF4|UniRef90_A0A0M0GT46
MPDKNC_02453,MPDKNC_02453,CDS,Glutamine amidotransferase,,COG0693|V,,,,,,,WP_238281175.1,0001217,UPI001EE1A638,UniRef100_UPI001EE1A638|UniRef50_A0A2X4ZFJ4|UniRef90_A0A0M0GQG7
MPDKNC_02454,MPDKNC_02454,CDS,Oxidoreductase,,COG2084|I,,,,,,,WP_238281176.1,0001217,UPI001EE2EFF4,UniRef100_UPI001EE2EFF4|UniRef50_S0FQZ7|UniRef90_A0A0M0GQP9
MPDKNC_02455,MPDKNC_02455,CDS,YtxH domain-containing protein,,,,,,,,,WP_142128183.1,0001217,UPI000AA2BBA2,UniRef100_A0A5D4S2S5|UniRef50_A0A0V8HKD2|UniRef90_A0A0M0GT96
MPDKNC_02456,MPDKNC_02456,CDS,Transcriptional regulator,,COG0745|TK,,,,,,,WP_238281177.1,0001217,UPI001EE33A87,UniRef100_UPI001EE33A87|UniRef50_A0A0C2SAQ7|UniRef90_A0A0M0GP98
MPDKNC_02457,MPDKNC_02457,CDS,histidine kinase,,COG5002|T,,,,,,,WP_056536267.1,0001217,UPI0006F9BB35,UniRef100_A0A5D4S293|UniRef50_A0A6F8TRU1|UniRef90_A0A0M0GPI2
MPDKNC_02458,MPDKNC_02458,CDS,DUF1002 domain-containing protein,,COG4086|S,,,,,,,WP_079516161.1,0001217,UPI0009A8C390,UniRef100_A0A5D4RXU8|UniRef50_A0A0M0GPP5|UniRef90_A0A0M0GPP5
MPDKNC_02459,MPDKNC_02459,CDS,Peptidase M24 domain-containing protein,,,,,,,,,WP_148984310.1,0001217,UPI0011E98D5B,UniRef100_A0A5D4S388|UniRef50_A0A1B1Z523|UniRef90_A0A0M0GRS6
MPDKNC_02460,MPDKNC_02460,CDS,HTH cro/C1-type domain-containing protein,,COG1396|K,,,,,,,WP_079516163.1,0001217,UPI0009A7C293,UniRef100_A0A5D4RY10|UniRef50_A0A1J6WTA8|UniRef90_A0A0J5VI14
MPDKNC_02461,MPDKNC_02461,CDS,hypothetical protein,,,,,,,,,,,,
MPDKNC_02462,MPDKNC_02462,CDS,Peptidase M29,,,,,,,,,WP_056536255.1,0001217,UPI0006FF4CB3,UniRef100_UPI0006FF4CB3|UniRef50_A0A0P6WUT0|UniRef90_A0A0M0GQG2
MPDKNC_02463,MPDKNC_02463,CDS,TraB family protein,,,,,,,,,WP_238281178.1,0001217,UPI001EE3666D,UniRef100_UPI001EE3666D|UniRef50_A0A5D4RZV9|UniRef90_A0A5D4RZV9
MPDKNC_02464,MPDKNC_02464,CDS,Alpha/beta hydrolase,,,,,,,,,WP_238281179.1,0001217,UPI001EE3962B,UniRef100_UPI001EE3962B|UniRef50_A0A0P6WQX6|UniRef90_A0A5D4RZ18
MPDKNC_02465,MPDKNC_02465,CDS,50S rRNA methyltransferase,,COG1092|J,,,,,,,WP_238281180.1,0001217,UPI001EE20155,UniRef100_UPI001EE20155|UniRef50_D5DXF8|UniRef90_A0A0M0GPH6
MPDKNC_02466,MPDKNC_02466,CDS,D%2CD-heptose 1%2C7-bisphosphate phosphatase,,,,,,,,,WP_238281181.1,0001217,UPI001EE1821E,UniRef100_UPI001EE1821E|UniRef50_H6NBC1|UniRef90_A0A0M0GPP0
MPDKNC_02467,MPDKNC_02467,CDS,glutamate-5-semialdehyde dehydrogenase,,,1.2.1.41,0004350|0006561|0016620,K00147,,,,WP_238281182.1,0001217,UPI001EE1FC6C,UniRef100_UPI001EE1FC6C|UniRef50_Q97E62|UniRef90_A0A0M0GQF7
MPDKNC_02468,MPDKNC_02468,CDS,Glutamate 5-kinase,,COG0263|E,,,,,,,WP_053426936.1,0001217,UPI0006A99DA9,UniRef100_A0A0M0GQN9|UniRef50_O07509|UniRef90_A0A0M0GQN9
MPDKNC_02469,MPDKNC_02469,CDS,pyrroline-5-carboxylate reductase,,COG0345|E,1.5.1.2,0004735|0006561,K00286,,,,WP_392397349.1,0001217,UPI0037098B7D,UniRef100_A0A5D4RXV6|UniRef50_P0CI77|UniRef90_A0A161SZI4
MPDKNC_02470,MPDKNC_02470,CDS,Spore germination GerAC-like C-terminal domain-containing protein,,,,,,,,,WP_238281183.1,0001217,UPI001EE1A396,UniRef100_UPI001EE1A396|UniRef50_A0A0M0GPH2|UniRef90_A0A0M0GPH2
MPDKNC_02471,MPDKNC_02471,CDS,Spore gernimation protein GerA,,COG5901|D,,,,,,,WP_238281185.1,0001217,UPI001EE2A246,UniRef100_UPI001EE2A246|UniRef50_A0A2A8VBE4|UniRef90_A0A0M0GPN6
MPDKNC_02472,MPDKNC_02472,CDS,Spore gernimation protein,,,,,,,,,WP_238281186.1,0001217,UPI001EE26039,UniRef100_UPI001EE26039|UniRef50_A0A6F8TSA7|UniRef90_A0A0M0GS24
MPDKNC_02473,MPDKNC_02473,CDS,Regulatory protein MsrR,,COG1316|M,2.7.8.-,,K01005,,,,WP_056536224.1,0001217,UPI0006F64CEE,UniRef100_A0A5D4RZW9|UniRef50_A0A366EM05|UniRef90_A0A0M0GQF2
MPDKNC_02474,MPDKNC_02474,CDS,ECF transporter S component,,,,,,,,,WP_238281187.1,0001217,UPI001EE37E29,UniRef100_UPI001EE37E29|UniRef50_A0A0M0GQN5|UniRef90_A0A0M0GQN5
MPDKNC_02475,MPDKNC_02475,CDS,Iron ABC transporter ATPase,,COG1865|H,,,,,,,WP_238281188.1,0001217,UPI001EE31649,UniRef100_UPI001EE31649|UniRef50_A0A0D0GAP0|UniRef90_A0A0M0GP84
MPDKNC_02476,MPDKNC_02476,CDS,Corrinoid ABC transporter permease,,COG0609|P,,,,,,,WP_238281189.1,0001217,UPI001EE2525D,UniRef100_UPI001EE2525D|UniRef50_O34451|UniRef90_A0A0M0GPG7
MPDKNC_02477,MPDKNC_02477,CDS,Iron ABC transporter substrate-binding protein,,COG0614|P,,,,,,,WP_238281190.1,0001217,UPI001EE31EEE,UniRef100_UPI001EE31EEE|UniRef50_A0A0C2R177|UniRef90_A0A0M0GPN3
MPDKNCJOEG_155,,regulatory_region,Cobalamin riboswitch aptamer,,,,,,,,RF00174,,0000035,,
MPDKNC_02478,MPDKNC_02478,CDS,PadR family transcriptional regulator,,COG1695|K,,,,,,,WP_238281191.1,0001217,UPI001EE29E81,UniRef100_UPI001EE29E81|UniRef50_U6SRH6|UniRef90_A0A0M0GQE7
MPDKNC_02479,MPDKNC_02479,CDS,Peptide methionine sulfoxide reductase MsrA,,COG0225|O,,,,,,,WP_148984325.1,0001217,UPI0011E905C3,UniRef100_A0A5D4RXW6|UniRef50_A0A089KF96|UniRef90_A0A0M0GQM9
MPDKNC_02480,MPDKNC_02480,CDS,4%2C4'-diaponeurosporene oxygenase,,COG1233|Q,1.14.99.44,,K10210,,,,WP_238281192.1,0001217,UPI001EE27FBF,UniRef100_UPI001EE27FBF|UniRef50_A0A927BZ91|UniRef90_A0A5D4S3A2
MPDKNC_02481,MPDKNC_02481,CDS,4%2C4'-diaponeurosporenoate glycosyltransferase,,,2.4.1.-,,K10211,,,,WP_238281193.1,0001217,UPI001EE2CFB6,UniRef100_UPI001EE2CFB6|UniRef50_A0A0P6W3G0|UniRef90_A0A0M0GPG3
MPDKNC_02482,MPDKNC_02482,CDS,Glycosyl-4%2C4'-diaponeurosporenoate acyltransferase,,,,,,,,,,0001217,,UniRef50_A0A5D4S263
MPDKNC_02483,MPDKNC_02483,CDS,Peptidase C45 hydrolase domain-containing protein,,,,,K19200,,,,WP_238281195.1,0001217,UPI001EE23FBA,UniRef100_UPI001EE23FBA|UniRef50_A0A0M0GPM9|UniRef90_A0A0M0GPM9
MPDKNC_02484,MPDKNC_02484,CDS,S1 motif domain-containing protein,,COG2996|R,,,K00243,,,,WP_238281196.1,0001217,UPI001EE1A0E8,UniRef100_UPI001EE1A0E8|UniRef50_O06747|UniRef90_A0A0M0GQE0
MPDKNCJOEG_225,,regulatory_region,Purine riboswitch aptamer,,,,,,,,RF00167,,0000035,,
MPDKNC_02485,MPDKNC_02485,CDS,Guanine permease,,COG2252|F,,,K06901,,,,WP_238281197.1,0001217,UPI001EE17A52,UniRef100_UPI001EE17A52|UniRef50_O34987|UniRef90_A0A0M0GQM4
MPDKNC_02486,MPDKNC_02486,CDS,YhcN/YlaJ family sporulation lipoprotein,,COG5912|D,,,K06345,,,,WP_048003772.1,0001217,UPI00064FC951,UniRef100_A0A0M0GP74|UniRef50_A0A0M0GP74|UniRef90_A0A0M0GP74
MPDKNC_02487,MPDKNC_02487,CDS,DUF4395 domain-containing protein,,,,,,,,,WP_079516178.1,0001217,UPI0009A6F158,UniRef100_A0A5D4RXY3|UniRef50_A0A1I0CES0|UniRef90_A0A0M0GPF8
MPDKNC_02488,MPDKNC_02488,CDS,Putative ABC transporter ATP-binding protein YkpA,,COG0488|R,,,,,,,WP_238281198.1,0001217,UPI001EE2C34F,UniRef100_UPI001EE2C34F|UniRef50_R5Y8E8|UniRef90_A0A6F8TUE3
MPDKNC_02489,MPDKNC_02489,CDS,DNA helicase RecQ,,COG4955|S,5.6.2.4,0003678|0006310|0009432,,,,,WP_238281199.1,0001217,UPI001EE27FC8,UniRef100_UPI001EE27FC8|UniRef50_O34748|UniRef90_A0A5D4RXX7
MPDKNC_02490,MPDKNC_02490,CDS,hypothetical protein,,,,,,,,,,,,
MPDKNC_02491,MPDKNC_02491,CDS,Cold-shock protein,,,,,,,,,WP_048003775.1,0001217,UPI00064E84D8,UniRef100_A0A0J5SQQ1|UniRef50_A0A511WUM8|UniRef90_A0A0P6WQU9
MPDKNC_02492,MPDKNC_02492,CDS,Spore gernimation protein,,,,,,,,,WP_238281200.1,0001217,UPI001EE246D7,UniRef100_UPI001EE246D7|UniRef50_A0A178TMU1|UniRef90_A0A165JCB4
MPDKNC_02493,MPDKNC_02493,CDS,Spore gernimation protein,,,,,,,,,WP_238281201.1,0001217,UPI001EE16747,UniRef100_UPI001EE16747|UniRef50_A0A0M0GPF3|UniRef90_A0A0M0GPF3
MPDKNC_02494,MPDKNC_02494,CDS,Spore germination GerAC-like C-terminal domain-containing protein,,,,,,,,,WP_056536181.1,0001217,UPI0006F44778,UniRef100_UPI0006F44778|UniRef50_A0A2A8UZB9|UniRef90_A0A0M0GPM1
MPDKNC_02495,MPDKNC_02495,CDS,DUF1033 domain-containing protein,,,,,,,,,WP_187442961.1,0001217,UPI0016535E31,UniRef100_A0A5D4RZ48|UniRef50_A0A5D4RZ48|UniRef90_A0A5D4RZ48
MPDKNC_02496,MPDKNC_02496,CDS,EfeO-type cupredoxin-like domain-containing protein,,C|COG3794,,,,,,,WP_238281202.1,0001217,UPI001EE17F60,UniRef100_UPI001EE17F60|UniRef50_A0A0M0GQL5|UniRef90_A0A0M0GQL5
MPDKNC_02497,MPDKNC_02497,CDS,ATP synthase F0 subunit 8,,,,,,,,,WP_148984335.1,0001217,UPI000B322B16,UniRef100_A0A5D4S0U4|UniRef50_A0A0J5TCS5|UniRef90_A0A5D4S0U4
MPDKNC_02498,MPDKNC_02498,CDS,Membrane protein insertase YidC,,,,,K03217,,,,WP_079516186.1,0001217,UPI0009A8A26F,UniRef100_UPI0009A8A26F|UniRef50_G2TLB0|UniRef90_A0A0M0GPF0
MPDKNC_02499,MPDKNC_02499,CDS,Peptidase S11 D-alanyl-D-alanine carboxypeptidase A N-terminal domain-containing protein,,COG1686|M,3.4.16.4,,K07258,,,,WP_148984337.1,0001217,UPI0011E9299F,UniRef100_A0A5D4RXZ3|UniRef50_A0A0P6W3E9|UniRef90_A0A0M0GSC0
MPDKNC_02500,MPDKNC_02500,CDS,Protein xpaC,,COG4915|QR,,,,,,,WP_238281203.1,0001217,UPI001EE2BFF1,UniRef100_UPI001EE2BFF1|UniRef50_A0A0M0GPL7|UniRef90_A0A0M0GPL7
MPDKNC_02501,MPDKNC_02501,CDS,Tellurite resistance protein TelA,,COG3853|V,,,,,,,WP_048014426.1,0001217,UPI00064F298F,UniRef100_A0A5D4RXY8|UniRef50_Q8Y5T8|UniRef90_A0A0M0GQC4
MPDKNC_02502,MPDKNC_02502,CDS,VWFA domain-containing protein,,COG4548|P,,,,,,,WP_238281204.1,0001217,UPI001EE28FDD,UniRef100_UPI001EE28FDD|UniRef50_O31849|UniRef90_A0A0M0GQL0
MPDKNC_02503,MPDKNC_02503,CDS,AAA+ ATPase domain-containing protein,,COG0714|R,,,,,,,WP_048014424.1,0001217,UPI00064E1D79,UniRef100_A0A5D4RY44|UniRef50_Q49XL1|UniRef90_A0A0M0GP60
MPDKNC_02504,MPDKNC_02504,CDS,N-acetyltransferase domain-containing protein,,,2.3.1.189,,K15520,,,,WP_238281205.1,0001217,UPI001EE3760E,UniRef100_UPI001EE3760E|UniRef50_A0A0M0GPE5|UniRef90_A0A0M0GPE5
MPDKNC_02505,MPDKNC_02505,CDS,DUF6501 domain-containing protein,,,,,,,,,WP_048014422.1,0001217,UPI00064FB207,UniRef100_A0A5D4RZ57|UniRef50_O31848|UniRef90_A0A0M0GPL3
MPDKNC_02506,MPDKNC_02506,CDS,Gamma-glutamylcyclotransferase AIG2-like domain-containing protein,,,,,,,,,WP_238281208.1,0001217,UPI001EE3499F,UniRef100_UPI001EE3499F|UniRef50_A0A163JNZ0|UniRef90_A0A0M0GQB8
MPDKNC_02507,MPDKNC_02507,CDS,AMP-binding protein,,COG0318|I,,,,,,,,0001217,,UniRef50_A0A0P0L9Z5|UniRef90_A0A0M0GQK5
MPDKNC_02508,MPDKNC_02508,CDS,Acyl-CoA synthetase,,COG5851|DL,,,,,,,WP_048003790.1,0001217,UPI00064F2BC5,UniRef100_A0A0J5VKD1|UniRef50_I3E8K1|UniRef90_A0A6F8TUJ8
MPDKNC_02509,MPDKNC_02509,CDS,hypothetical protein,,,,,,,,,,,,
MPDKNC_02510,MPDKNC_02510,CDS,2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase,,C|COG0508,2.3.1.61,0004149|0006099|0045252,,,,,WP_056536153.1,0001217,UPI0006FCA7B7,UniRef100_A0A5D4S2D4|UniRef50_P16263|UniRef90_A0A6I6UR20
MPDKNC_02511,MPDKNC_02511,CDS,2-oxoglutarate dehydrogenase E1 component,,,1.2.4.2,0004591|0006099|0030976,,,,,WP_238281212.1,0001217,UPI001EE2A01C,UniRef100_UPI001EE2A01C|UniRef50_P23129|UniRef90_A0A0M0GPK8
MPDKNC_02512,MPDKNC_02512,CDS,Spore coat protein,,,,,,,,,,0001217,,UniRef50_A0A6F8TU96|UniRef90_A0A0M0GQB3
MPDKNC_02513,MPDKNC_02513,CDS,Signal transduction histidine-protein kinase ArlS,,COG5002|T,2.7.13.3,,K18940,,,,WP_048012852.1,0001217,UPI00064ED6AC,UniRef100_UPI00064ED6AC|UniRef50_A0A6F8TTI2|UniRef90_A0A0M0GQK0
MPDKNC_02514,MPDKNC_02514,CDS,PhoB family transcriptional regulator,,COG0745|TK,,,K18941,,,,WP_053426895.1,0001217,UPI0006A9C3FA,UniRef100_A0A0M0GP49|UniRef50_Q49XM7|UniRef90_A0A0M0GP49
MPDKNC_02515,MPDKNC_02515,CDS,hypothetical protein,,,,,,,,,,0001217,,UniRef50_A0A7V9YXZ3
MPDKNC_02516,MPDKNC_02516,CDS,hypothetical protein,,,,,,,,,WP_238281217.1,0001217,UPI001EE31DB9,UniRef100_UPI001EE31DB9|UniRef50_A0A0M0GPD5|UniRef90_A0A0M0GPD5
MPDKNC_02517,MPDKNC_02517,CDS,5-oxoprolinase subunit A,,,3.5.2.9,,K07160,,,,WP_238284426.1,0001217,UPI001EE35039,UniRef100_UPI001EE35039|UniRef50_Q60BJ2|UniRef90_A0A0M0GPK3
MPDKNC_02518,MPDKNC_02518,CDS,Secondary thiamine-phosphate synthase enzyme,,COG0432|H,,,,,,,WP_238281219.1,0001217,UPI001EE35691,UniRef100_UPI001EE35691|UniRef50_O05243|UniRef90_A0A0M0GQA9
MPDKNC_02519,MPDKNC_02519,CDS,Thiol-disulfide oxidoreductase,,,,,,,,,WP_337946908.1,0001217,UPI0030801578,UniRef100_UPI0030801578|UniRef50_A0A9P1NIJ4|UniRef90_A0A0M0GQJ4
MPDKNC_02520,MPDKNC_02520,CDS,Histidine phosphatase family protein,,,,,,,,,WP_238281223.1,0001217,UPI001EE37CFA,UniRef100_UPI001EE37CFA|UniRef50_A0A165J690|UniRef90_A0A165J690
MPDKNC_02521,MPDKNC_02521,CDS,Death domain-containing protein,,,,,,,,,WP_048012859.1,0001217,UPI00064E66F6,UniRef100_A0A0J5VDS9|UniRef50_A0A0M0GPD0|UniRef90_A0A0M0GPD0
MPDKNC_02522,MPDKNC_02522,CDS,hypothetical protein,,,,,,,,,,0001217,,UniRef50_A0A366EFG3
MPDKNC_02523,MPDKNC_02523,CDS,hypothetical protein,,,,,,,,,WP_048012860.1,0001217,UPI00064E1F40,UniRef100_A0A0J5YD86|UniRef50_A0A0J5YD86|UniRef90_A0A0J5YD86
MPDKNC_02524,MPDKNC_02524,CDS,NUDIX hydrolase,,,,,,,,,,0001217,,UniRef50_A0A059NZ13|UniRef90_UPI001EE2A9A5
MPDKNC_02525,MPDKNC_02525,CDS,NfeD-like C-terminal domain-containing protein,,,,,,,,,WP_048012862.1,0001217,UPI00064EC691,UniRef100_A0A0J5TJ57|UniRef50_A0A0J5TJ57|UniRef90_A0A0M0GQA5
MPDKNC_02526,MPDKNC_02526,CDS,HTH tetR-type domain-containing protein,,,,,,,,,WP_048012863.1,0001217,UPI00064F762E,UniRef100_A0A0J5VKB7|UniRef50_A0A2A8VG64|UniRef90_A0A0M0GQJ0
MPDKNC_02527,MPDKNC_02527,CDS,Quaternary ammonium compound-resistance protein SugE,,COG2076|V,,,,,,,WP_048012864.1,0001217,UPI00064E6783,UniRef100_A0A165J6B8|UniRef50_A0A0M0GP39|UniRef90_A0A0M0GP39
MPDKNC_02528,MPDKNC_02528,CDS,Supressor protein SugE,,COG2076|V,,,K11741,,,,WP_048012865.1,0001217,UPI00064F1264,UniRef100_A0A0J5WCX6|UniRef50_A0A0J6D2J1|UniRef90_A0A0M0GPC5
MPDKNC_02529,MPDKNC_02529,CDS,Spore germination GerAC-like C-terminal domain-containing protein,,,,,,,,,WP_048012866.1,0001217,UPI00064E7448,UniRef100_A0A0J5TBY0|UniRef50_A0A0M0GPJ7|UniRef90_A0A0J5TBY0
MPDKNC_02530,MPDKNC_02530,CDS,GerAB/ArcD/ProY family transporter,,,,,,,,,WP_238281226.1,0001217,UPI001EE1BD9E,UniRef100_UPI001EE1BD9E|UniRef50_A0A0P6W1Z8|UniRef90_A0A5D4S0X3
MPDKNC_02531,MPDKNC_02531,CDS,Spore germination protein,,,,,,,,,,0001217,,UniRef50_A0A0M0GT91|UniRef90_A0A5D4S347
MPDKNC_02532,MPDKNC_02532,CDS,AI-2E family transporter,,COG0628|R,,,,,,,WP_048014414.1,0001217,UPI00064EAEA6,UniRef100_A0A5D4RY20|UniRef50_K6DDK8|UniRef90_A0A165J6D8
MPDKNC_02533,MPDKNC_02533,CDS,GNAT family N-acetyltransferase,,,,,,,,,,0001217,,UniRef50_A0A5D4S2F2|UniRef90_A0A5D4S2F2
MPDKNC_02534,MPDKNC_02534,CDS,Major facilitator transporter,,COG2814|G,,,,,,,WP_273546578.1,0001217,UPI002359B7C6,UniRef100_UPI002359B7C6|UniRef50_P96712|UniRef90_A0A0M0GPJ2
MPDKNC_02535,MPDKNC_02535,CDS,Cold-shock protein CspD,,COG1278|K,,,K03704,,,,WP_056536105.1,0001217,UPI0006FBFEB8,UniRef100_A0A5D4S3F1|UniRef50_P41016|UniRef90_A0AA96S9W5
MPDKNC_02536,MPDKNC_02536,CDS,DUF2834 domain-containing protein,,,,,,,,,WP_238281229.1,0001217,UPI001EE33713,UniRef100_UPI001EE33713|UniRef50_A0A0M0GQI0|UniRef90_A0A0M0GQI0
MPDKNC_02537,MPDKNC_02537,CDS,Lipoprotein,,,,,,,,,WP_056536099.1,0001217,UPI0006FCE301,UniRef100_A0A5D4S2A6|UniRef50_A0A0P6WCS3|UniRef90_A0A161RKY5
MPDKNC_02538,MPDKNC_02538,CDS,Calcium-binding protein,,,,,,,,,WP_079516208.1,0001217,UPI0009A76081,UniRef100_A0A5D4S030|UniRef50_A0A2W1LAW0|UniRef90_A0A0M0GPB5
MPDKNC_02539,MPDKNC_02539,CDS,NUDIX hydrolase,,COG0494|V,,,,,,,WP_238281231.1,0001217,UPI001EE26BDA,UniRef100_UPI001EE26BDA|UniRef50_A0A0M0GPI5|UniRef90_A0A0M0GPI5
MPDKNC_02540,MPDKNC_02540,CDS,YvbH-like oligomerisation region,,,,,,,,,WP_079516210.1,0001217,UPI0009A80E65,UniRef100_A0A5D4S356|UniRef50_O32245|UniRef90_A0A0M0GQ93
MPDKNC_02541,MPDKNC_02541,CDS,DUF3898 domain-containing protein,,,,,,,,,WP_056536090.1,0001217,UPI0006F6ADDE,UniRef100_UPI0006F6ADDE|UniRef50_A0A0A5GJR9|UniRef90_A0A0M0GQH6
MPDKNC_02542,MPDKNC_02542,CDS,Glyoxalase,,COG0346|Q,,,,,,,WP_079516212.1,0001217,UPI0009A5D849,UniRef100_A0A5D4S243|UniRef50_D3FQ59|UniRef90_A0A0M0GP26
MPDKNC_02543,MPDKNC_02543,CDS,N-acetyltransferase domain-containing protein,,,,,,,,,WP_238281233.1,0001217,UPI001EE2E8FE,UniRef100_UPI001EE2E8FE|UniRef50_A0A0M0GPB1|UniRef90_A0A0M0GPB1
MPDKNC_02544,MPDKNC_02544,CDS,Phosphoesterase,,,,,K07095,,,,WP_238281235.1,0001217,UPI001EE2B5E2,UniRef100_A0A5D4RY26|UniRef50_U2E9V8|UniRef90_A0A0M0GRR9
MPDKNC_02545,MPDKNC_02545,CDS,Methionine--tRNA ligase,,COG0143|J,,,,,,,WP_238281237.1,0001217,UPI001EE2DA47,UniRef100_UPI001EE2DA47|UniRef50_A0A919XBP9|UniRef90_A0A0M0GPI1
MPDKNCJOEG_203,,regulatory_region,T-box leader,,,,,,,,RF00230,,0000140,,
MPDKNC_02546,MPDKNC_02546,CDS,Methyltransferase domain-containing protein,,,,,,,,,WP_238281239.1,0001217,UPI001EE30924,UniRef100_UPI001EE30924|UniRef50_A0A6F8TT60|UniRef90_A0A0M0GQ89
MPDKNC_02547,MPDKNC_02547,CDS,tryptophan synthase subunit alpha,,COG0159|E,4.2.1.20,0000162|0004834,K01695,,,,WP_238281241.1,0001217,UPI001EE1B769,UniRef100_UPI001EE1B769|UniRef50_Q8ESU5|UniRef90_A0A0M0GQH0
MPDKNC_02548,MPDKNC_02548,CDS,tryptophan synthase subunit beta,,COG0133|E,4.2.1.20,0000162|0004834,,,,,WP_238281243.1,0001217,UPI001EE35870,UniRef100_UPI001EE35870|UniRef50_P07600|UniRef90_A0A0M0GP21
MPDKNC_02549,MPDKNC_02549,CDS,N-(5'-phosphoribosyl)anthranilate isomerase,,COG0135|E,,,,,,,WP_238281244.1,0001217,UPI001EE327D3,UniRef100_UPI001EE327D3|UniRef50_B7IM75|UniRef90_A0A0M0GPA6
MPDKNC_02550,MPDKNC_02550,CDS,indole-3-glycerol phosphate synthase TrpC,,,4.1.1.48,0004425|0006568,,,,,WP_056536065.1,0001217,UPI0006F7908D,UniRef100_UPI0006F7908D|UniRef50_B1YLS2|UniRef90_A0A0M0GPH7
MPDKNC_02551,MPDKNC_02551,CDS,Anthranilate phosphoribosyltransferase,,COG0547|E,2.4.2.18,,K00766,,,,,0001217,,UniRef50_Q81TM1|UniRef90_A0A0M0GQ84
MPDKNC_02552,MPDKNC_02552,CDS,Anthranilate synthase subunit II,,COG0512|EH,,,,,,,WP_238281248.1,0001217,UPI001EE16034,UniRef100_UPI001EE16034|UniRef50_A0A6A8ARU8|UniRef90_A0A0M0GQG5
MPDKNC_02553,MPDKNC_02553,CDS,anthranilate synthase component I,,COG0147|EH,4.1.3.27,0000162|0004049,K01657,,,,WP_337946909.1,0001217,UPI00307FD23A,UniRef100_UPI00307FD23A|UniRef50_I3DW16|UniRef90_A0A0M0GP15
MPDKNCJOEG_173,,regulatory_region,T-box leader,,,,,,,,RF00230,,0000140,,
MPDKNCJOEG_171,,regulatory_region,T-box leader,,,,,,,,RF00230,,0000140,,
MPDKNC_02554,MPDKNC_02554,CDS,Amine oxidase domain-containing protein,,,,,,,,,,0001217,,UniRef50_A0A0M0GPA1|UniRef90_A0A0M0GPA1
MPDKNC_02555,MPDKNC_02555,CDS,sodium/pantothenate symporter,,COG4145|H,,0015081|0015233|0015887|0016020|0036376,,,,,WP_056536058.1,0001217,UPI0006FDB52D,UniRef100_A0A5D4S2H4|UniRef50_A0A0D0EL71|UniRef90_A0A0M0GPH4
MPDKNC_02556,MPDKNC_02556,CDS,DUF997 domain-containing protein,,COG3924|S,,,,,,,WP_238281252.1,0001217,UPI001EE324BF,UniRef100_UPI001EE324BF|UniRef50_D5ECE9|UniRef90_A0A0M0GQ80
MPDKNC_02557,MPDKNC_02557,CDS,Phosphatidic acid phosphatase type 2/haloperoxidase domain-containing protein,,COG0671|I,,,,,,,WP_238281254.1,0001217,UPI001EE15BE0,UniRef100_UPI001EE15BE0|UniRef50_A0A0P6WNT7|UniRef90_A0A0M0GQG0
