# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	2423679	2424332	-	MPDKNC_02565	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE235E8
contig_1	cds	2424335	2425432	-	MPDKNC_02566	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE3A1B2
contig_1	ncRNA-region	2425556	2425699	-	-	113.2	5.9e-19	-	-	-	RFAM:RF00050
contig_1	cds	2425809	2426027	-	MPDKNC_02567	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4S3M1
contig_1	cds	2426101	2426793	-	MPDKNC_02568	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE37EC1
contig_1	cds	2427133	2427981	-	MPDKNC_02569	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE39DAC
contig_1	cds	2427994	2428395	-	MPDKNC_02570	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE35E4A
contig_1	cds	2428379	2429416	-	MPDKNC_02571	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE1A3E6
contig_1	cds	2429512	2429847	-	MPDKNC_02572	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4RYQ0
contig_1	cds	2430013	2430792	+	MPDKNC_02573	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4S2T7
contig_1	cds	2430806	2431405	+	MPDKNC_02574	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00070044D4
contig_1	cds	2431469	2432596	+	MPDKNC_02575	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0M0GQ65
contig_1	cds	2432975	2433526	+	MPDKNC_02576	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4S1P2
contig_1	cds	2433632	2434150	+	MPDKNC_02577	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE2EFEA
contig_1	cds	2434442	2434600	-	MPDKNC_02578	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4RYK9
contig_1	cds	2434660	2435730	-	MPDKNC_02579	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0M0GNZ4
contig_1	cds	2435848	2437314	-	MPDKNC_02580	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI003080D916
contig_1	cds	2437311	2438405	-	MPDKNC_02581	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE185C2
contig_1	cds	2438412	2439110	-	MPDKNC_02582	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4S3Z6
contig_1	cds	2439097	2439873	-	MPDKNC_02583	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4RYR2
contig_1	cds	2439973	2441337	+	MPDKNC_02584	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4S2U7
contig_1	cds	2441392	2442177	-	MPDKNC_02585	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE1D949
contig_1	cds	2442312	2443109	-	MPDKNC_02586	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE33C4B
contig_1	cds	2443433	2443696	-	MPDKNC_02587	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4RZU6
contig_1	cds	2443772	2444014	+	MPDKNC_02588	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0J5S8E9
contig_1	cds	2444065	2445666	-	MPDKNC_02589	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE16873
contig_1	cds	2445766	2446194	-	MPDKNC_02590	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE1BC08
contig_1	cds	2446277	2447179	-	MPDKNC_02591	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE324DB
contig_1	cds	2447390	2448103	+	MPDKNC_02592	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4S2Y6
contig_1	cds	2448145	2449602	-	MPDKNC_02593	925.0	0.0	1.0	0.988	0.996	UniRef:UniRef90_A0A0M0GPE6
contig_1	cds	2449709	2450293	-	MPDKNC_02594	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4S409
contig_1	cds	2450880	2451719	-	MPDKNC_02595	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI002358EE8A
contig_1	cds	2451856	2452563	-	MPDKNC_02596	431.0	4.5e-152	0.991	0.996	0.918	UniRef:UniRef90_A0A0P6W1X7
contig_1	cds	2452655	2452975	-	MPDKNC_02597	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4S0M7
contig_1	cds	2453064	2453837	-	MPDKNC_02598	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE3176A
contig_1	cds	2454010	2455086	+	MPDKNC_02599	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE27FDC
contig_1	cds	2455155	2455334	-	MPDKNC_02600	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0M0GP67
contig_1	cds	2455477	2455638	+	MPDKNC_02601	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000A4CE9D4
contig_1	cds	2455633	2456274	-	MPDKNC_02602	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE3157D
contig_1	cds	2456456	2456680	-	MPDKNC_02603	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4S2Z3
contig_1	cds	2456766	2457050	-	MPDKNC_02604	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4RYM2
contig_1	cds	2457047	2458477	-	MPDKNC_02605	896.0	0.0	0.973	0.975	0.933	UniRef:UniRef90_A0A0M0GQC5
contig_1	cds	2458493	2459338	-	MPDKNC_02606	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0006F25C74
contig_1	cds	2459507	2460769	-	MPDKNC_02607	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE3A0EB
contig_1	cds	2460782	2461447	-	MPDKNC_02608	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4S2W2
contig_1	cds	2461426	2462124	-	MPDKNC_02609	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4S0N9
contig_1	cds	2462130	2463437	-	MPDKNC_02610	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE351C3
contig_1	cds	2463792	2465558	+	MPDKNC_02611	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0015C4B666
contig_1	cds	2465731	2465880	-	MPDKNC_02612	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4S3R4
contig_1	cds	2466010	2466510	-	MPDKNC_02613	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0006F60557
contig_1	cds	2466581	2467006	-	MPDKNC_02614	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4S300
contig_1	cds	2467003	2467545	-	MPDKNC_02615	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4RYN1
contig_1	cds	2467814	2468854	-	MPDKNC_02616	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4S428
contig_1	cds	2469149	2469889	+	MPDKNC_02617	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE16834
contig_1	cds	2469964	2471226	-	MPDKNC_02618	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE26109
contig_1	cds	2471812	2472405	-	MPDKNC_02619	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4S2X0
contig_1	cds	2472420	2473232	-	MPDKNC_02620	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000A56B7E7
contig_1	cds	2473496	2473987	+	MPDKNC_02621	318.0	4.5e-110	1.0	1.0	0.933	UniRef:UniRef90_A0A0M0GT25
contig_1	cds	2474031	2474873	-	MPDKNC_02622	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0006F94078
contig_1	cds	2475063	2475308	-	MPDKNC_02623	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4S1T2
contig_1	cds	2475491	2476129	+	MPDKNC_02624	412.0	1.8e-145	1.0	0.986	0.991	UniRef:UniRef90_A0A0M0GQ31
contig_1	cds	2476179	2476664	-	MPDKNC_02625	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE335FD
contig_1	cds	2476661	2477455	-	MPDKNC_02626	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE3833C
contig_1	cds	2477790	2478275	-	MPDKNC_02627	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE269BA
contig_1	cds	2478546	2479136	-	MPDKNC_02628	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4S440
contig_1	cds	2479492	2480271	-	MPDKNC_02629	484.0	2.0e-172	1.0	0.996	0.934	UniRef:UniRef90_A0A0M0GT77
contig_1	cds	2480345	2480776	-	MPDKNC_02630	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4RYV6
contig_1	cds	2480793	2481911	-	MPDKNC_02631	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE1B9AF
contig_1	cds	2481983	2483860	-	MPDKNC_02632	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE1896F
contig_1	cds	2483857	2484567	-	MPDKNC_02633	467.0	1.2e-166	0.962	1.0	0.978	UniRef:UniRef90_A0A0M0GRQ6
contig_1	cds	2484564	2485409	-	MPDKNC_02634	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE263D0
contig_1	cds	2485450	2485929	-	MPDKNC_02635	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0006FD8FB3
contig_1	cds	2485947	2487635	-	MPDKNC_02636	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE2DE09
contig_1	cds	2487689	2488363	-	MPDKNC_02637	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4S0U2
contig_1	cds	2488504	2488689	+	MPDKNC_02638	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001C466B65
contig_1	cds	2488738	2489154	-	MPDKNC_02639	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0M0GP40
contig_1	cds	2489226	2490101	-	MPDKNC_02640	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE23ABC
contig_1	cds	2490098	2491357	-	MPDKNC_02641	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE39322
contig_1	cds	2491373	2492110	-	MPDKNC_02642	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4S2Y4
contig_1	cds	2492123	2493046	-	MPDKNC_02643	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE33D0E
contig_1	cds	2493390	2493590	+	MPDKNC_02644	131.0	1.7e-42	1.0	1.0	0.909	BlastRules:WP_003230776
contig_1	cds	2493608	2493874	+	MPDKNC_02645	141.0	3.6e-42	1.0	1.0	0.841	UniRef:UniRef90_A0A0J5S8S1
contig_1	cds	2493889	2494545	-	MPDKNC_02646	414.0	3.2e-146	1.0	1.0	0.954	UniRef:UniRef90_A0A0M0GS12
contig_1	cds	2494619	2495005	+	MPDKNC_02647	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4RYR7
contig_1	cds	2495039	2495305	-	MPDKNC_02648	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4S326
contig_1	cds	2495330	2495800	-	MPDKNC_02649	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE28010
contig_1	cds	2495849	2496721	-	MPDKNC_02650	583.0	2.8e-210	0.997	0.963	1.0	UniRef:UniRef90_A0A0M0GSA3
contig_1	cds	2496808	2497650	-	MPDKNC_02651	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE23422
contig_1	cds	2497647	2497835	-	MPDKNC_02652	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0006F83160
contig_1	cds	2497822	2501403	-	MPDKNC_02653	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE2E921
contig_1	cds	2501575	2501739	-	MPDKNC_02654	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000AC32ADD
contig_1	cds	2501802	2502374	-	MPDKNC_02655	371.0	4.5e-130	1.0	1.0	0.953	UniRef:UniRef90_A0A0M0GP31
contig_1	cds	2502371	2503441	-	MPDKNC_02656	703.0	6.0e-256	0.994	1.0	0.992	UniRef:UniRef90_A0A0M0GPA5
contig_1	cds	2503945	2504421	+	MPDKNC_02657	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4RYT0
contig_1	cds	2504423	2506057	+	MPDKNC_02658	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE15DA5
contig_1	cds	2506196	2507707	-	MPDKNC_02659	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE20403
contig_1	cds	2507873	2509789	-	MPDKNC_02660	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE1D398
contig_1	cds	2509912	2510082	-	MPDKNC_02661	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4RYY5
contig_1	cds	2510161	2511309	-	MPDKNC_02662	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE1FE6B
contig_1	ncRNA	2511457	2511841	-	MPDKNC_02663	315.7	9.1e-37	-	-	-	RFAM:RF00011
contig_1	cds	2511903	2512217	-	MPDKNC_02664	198.0	2.1e-64	0.990	1.0	1.0	UniRef:UniRef90_A0A0P6W1V1
contig_1	cds	2512285	2512836	-	MPDKNC_02665	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE1CF58
contig_1	cds	2512997	2513284	-	MPDKNC_02666	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0M0GQ87
contig_1	cds	2513619	2514842	-	MPDKNC_02667	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE1F676
contig_1	cds	2514856	2517120	-	MPDKNC_02668	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE1E2D7
contig_1	cds	2517286	2517738	+	MPDKNC_02669	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4S3W4
contig_1	cds	2517980	2518426	-	MPDKNC_02670	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4RYU2
contig_1	cds	2518652	2518822	+	MPDKNC_02671	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE1C60A
contig_1	cds	2518891	2519247	-	MPDKNC_02672	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0006FD2376
contig_1	cds	2519342	2519551	-	MPDKNC_02673	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE1E62E
contig_1	cds	2519876	2520886	-	MPDKNC_02674	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE34154
contig_1	cds	2521001	2521609	+	MPDKNC_02675	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4S307
contig_1	cds	2521714	2524422	+	MPDKNC_02676	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0023590CC1
contig_1	cds	2524442	2524867	-	MPDKNC_02677	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE3890F
contig_1	cds	2524864	2525520	-	MPDKNC_02678	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001153B67E
contig_1	cds	2525627	2526337	-	MPDKNC_02679	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4S3X7
contig_1	cds	2526471	2527763	-	MPDKNC_02680	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0006F62A9C
contig_1	cds	2527876	2529066	-	MPDKNC_02681	767.0	7.3e-280	1.0	1.0	0.987	UniRef:UniRef90_A0A0M0GNS7
contig_1	cds	2529084	2529560	-	MPDKNC_02682	306.0	3.6e-105	1.0	0.988	0.949	UniRef:UniRef90_A0A0M0GS98
contig_1	cds	2529574	2529744	-	MPDKNC_02683	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4RYU5
contig_1	cds	2529921	2532704	-	MPDKNC_02684	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00295F37FD
contig_1	cds	2532835	2533218	-	MPDKNC_02685	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001C493E3B
contig_1	cds	2533211	2534074	-	MPDKNC_02686	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE37217
contig_1	cds	2534071	2534910	-	MPDKNC_02687	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE1E979
contig_1	ncRNA-region	2535018	2535111	-	-	65.3	1.5e-10	-	-	-	RFAM:RF01749
contig_1	cds	2535184	2536167	-	MPDKNC_02688	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE239F3
contig_1	cds	2536152	2537330	-	MPDKNC_02689	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE2163F
contig_1	cds	2537343	2538464	-	MPDKNC_02690	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE39F1B
contig_1	cds	2538470	2539177	-	MPDKNC_02691	447.0	9.1e-159	1.0	1.0	0.932	UniRef:UniRef90_A0A5D4RYW1
contig_1	cds	2539164	2539568	-	MPDKNC_02692	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0M0GQ71
contig_1	cds	2539581	2540351	-	MPDKNC_02693	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4RYV4
contig_1	cds	2540338	2540688	-	MPDKNC_02694	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE1C646
contig_1	cds	2540857	2541726	+	MPDKNC_02695	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0J5SF81
contig_1	cds	2541792	2542472	-	MPDKNC_02696	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000AB67EB9
contig_1	cds	2542532	2543320	-	MPDKNC_02697	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE1BF00
contig_1	cds	2543381	2544040	-	MPDKNC_02698	391.0	2.3e-137	0.904	1.0	0.960	UniRef:UniRef90_A0A0J5T3C5
contig_1	cds	2544037	2544804	-	MPDKNC_02699	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0M0GNR4
contig_1	cds	2544838	2545512	-	MPDKNC_02700	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0J5S8N9
contig_1	cds	2545527	2546039	-	MPDKNC_02701	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0M0GP69
contig_1	cds	2546181	2546645	-	MPDKNC_02702	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE37FE9
contig_1	cds	2547062	2547604	-	MPDKNC_02703	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0006FD354E
contig_1	cds	2547674	2548915	-	MPDKNC_02704	726.0	9.8e-263	1.0	0.986	0.969	UniRef:UniRef90_A0A0M0GNQ9
contig_1	cds	2548973	2549836	-	MPDKNC_02705	595.0	3.0e-215	1.0	0.966	0.990	UniRef:UniRef90_A0A0M0GNZ2
contig_1	cds	2549935	2551227	-	MPDKNC_02706	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE1918C
contig_1	cds	2551239	2552342	-	MPDKNC_02707	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0006FCBD9D
contig_1	cds	2552407	2553507	-	MPDKNC_02708	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4S065
contig_1	cds	2553510	2553881	-	MPDKNC_02709	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4S205
contig_1	cds	2553900	2554988	-	MPDKNC_02710	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE2F027
contig_1	cds	2554991	2556157	-	MPDKNC_02711	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001C447A7A
contig_1	cds	2556393	2557184	-	MPDKNC_02712	506.0	2.8e-181	0.970	1.0	1.0	UniRef:UniRef90_A0A0M0GT69
contig_1	cds	2557372	2557818	-	MPDKNC_02713	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0M0GPW7
contig_1	cds	2557932	2558894	-	MPDKNC_02714	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4S4D1
contig_1	cds	2558930	2559631	-	MPDKNC_02715	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4RZ40
contig_1	cds	2559636	2560472	-	MPDKNC_02716	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE352D6
contig_1	cds	2560649	2560870	-	MPDKNC_02717	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0J5S8P8
contig_1	cds	2560890	2561456	-	MPDKNC_02718	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4S077
contig_1	cds	2561619	2561891	-	MPDKNC_02719	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0J5T2I1
contig_1	cds	2562696	2564174	-	MPDKNC_02720	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0J5Y9T1
contig_1	cds	2564418	2565101	-	MPDKNC_02721	440.0	7.3e-156	1.0	0.966	0.956	UniRef:UniRef90_A0A0M0GRP8
contig_1	cds	2565202	2565399	-	MPDKNC_02722	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4S390
contig_1	cds	2565682	2566731	-	MPDKNC_02723	667.0	1.1e-241	1.0	1.0	0.989	UniRef:UniRef90_A0A0M0GP47
contig_1	cds	2566749	2568059	-	MPDKNC_02724	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0M0GPV8
contig_1	cds	2568186	2568377	-	MPDKNC_02725	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0J5T3A2
contig_1	cds	2568374	2569264	-	MPDKNC_02726	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4S359
contig_1	cds	2569261	2569872	-	MPDKNC_02727	391.0	2.0e-137	1.0	1.0	0.975	UniRef:UniRef90_A0A0M0GNX1
contig_1	cds	2569980	2570108	+	MPDKNC_02728	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4S090
contig_1	cds	2570181	2571278	-	MPDKNC_02729	665.0	1.3e-240	0.959	1.0	0.974	UniRef:UniRef90_A0A0M0GS04
contig_1	cds	2571308	2572438	-	MPDKNC_02730	660.0	2.6e-238	1.0	0.997	0.928	UniRef:UniRef90_A0A6I6UVM8
contig_1	cds	2572556	2573137	-	MPDKNC_02731	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4S224
contig_1	cds	2573139	2573804	-	MPDKNC_02732	405.0	2.8e-142	0.995	0.987	0.991	UniRef:UniRef90_A0A0M0GPV5
contig_1	cds	2573955	2574137	-	MPDKNC_02733	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI002359486F
contig_1	cds	2574193	2574828	-	MPDKNC_02734	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE2556F
contig_1	cds	2574942	2576276	-	MPDKNC_02735	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE1E118
contig_1	cds	2576290	2577102	-	MPDKNC_02736	525.0	4.4e-188	1.0	1.0	0.956	UniRef:UniRef90_A0A0M0GT10
contig_1	cds	2577227	2577922	-	MPDKNC_02737	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE166A9
contig_1	cds	2578011	2578985	+	MPDKNC_02738	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4S369
contig_1	cds	2579280	2580245	-	MPDKNC_02739	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4S115
contig_1	cds	2580412	2581677	-	MPDKNC_02740	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE35E1F
contig_1	cds	2581964	2582545	-	MPDKNC_02741	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4S231
contig_1	cds	2582618	2583529	-	MPDKNC_02742	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4S437
contig_1	cds	2583634	2584395	-	MPDKNC_02743	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4RZ12
contig_1	cds	2584382	2584753	-	MPDKNC_02744	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE239CE
contig_1	cds	2584806	2585441	-	MPDKNC_02745	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4RZ09
contig_1	cds	2585590	2585811	+	MPDKNC_02746	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0M0GNV5
contig_1	cds	2585818	2586078	+	MPDKNC_02747	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0M0GP28
contig_1	cds	2586103	2586672	+	MPDKNC_02748	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE19D59
contig_1	cds	2586674	2587117	-	MPDKNC_02749	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0M0GQ24
contig_1	cds	2587201	2587932	-	MPDKNC_02750	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4S0B1
contig_1	cds	2587946	2588524	-	MPDKNC_02751	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4S692
contig_1	cds	2588524	2589987	-	MPDKNC_02752	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE2EDB6
contig_1	cds	2589984	2591036	-	MPDKNC_02753	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0029700648
contig_1	cds	2591262	2591510	+	MPDKNC_02754	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0J5T379
contig_1	cds	2591594	2592163	-	MPDKNC_02755	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE17ECF
contig_1	ncRNA-region	2592315	2592451	-	-	124.2	5.9e-21	-	-	-	RFAM:RF00050
contig_1	cds	2592527	2593369	-	MPDKNC_02756	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE21C29
contig_1	cds	2594023	2595144	-	MPDKNC_02757	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE38326
contig_1	cds	2595131	2595670	-	MPDKNC_02758	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0006FEC3DE
contig_1	cds	2595911	2597677	-	MPDKNC_02759	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE2893A
contig_1	cds	2597674	2598390	-	MPDKNC_02760	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0J5YC04
contig_1	cds	2598582	2599769	-	MPDKNC_02761	762.0	7.9e-278	0.990	1.0	1.0	UniRef:UniRef90_A0A0M0GS00
contig_1	cds	2599738	2601408	-	MPDKNC_02762	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4S133
contig_1	cds	2601436	2601966	-	MPDKNC_02763	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4S0C1
contig_1	cds	2602226	2602957	-	MPDKNC_02764	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5D4S248
contig_1	cds	2603081	2603608	-	MPDKNC_02765	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001EE36E3B
