#Annotated with Bakta v1.12.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	3500033	3500221	-	MPDKNC_03712	7.0	9.3		RefSeq:WP_048006720.1, SO:0001217, UniParc:UPI00064F59E4, UniRef:UniRef100_A0A0J5V5S9, UniRef:UniRef50_A0A5D4RQA2, UniRef:UniRef90_A0A5D4RQA2
contig_1	3517928	3518290	-	MPDKNC_03727	13.3	10.9		RefSeq:WP_238282452.1, SO:0001217, UniParc:UPI001EE2E7E3, UniRef:UniRef100_UPI001EE2E7E3, UniRef:UniRef50_UPI001EE2E7E3, UniRef:UniRef90_UPI001EE2E7E3
contig_1	3548202	3548498	+	MPDKNC_03758	11.2	7.7		
contig_1	3570732	3570938	-	MPDKNC_03778	8.1	4.6		RefSeq:WP_079515491.1, SO:0001217, UniParc:UPI0009A837B5, UniRef:UniRef100_A0A5D4S1K2, UniRef:UniRef50_A0A0J5TEF4, UniRef:UniRef90_A0A0J5TEF4
contig_1	3579776	3580048	-	MPDKNC_03789	10.5	7.9		RefSeq:WP_048006648.1, SO:0001217, UniParc:UPI00064EC508, UniRef:UniRef100_A0A0J5SBP1, UniRef:UniRef50_A0A0J5SBP1, UniRef:UniRef90_A0A0J5SBP1
contig_1	3593942	3594181	-	MPDKNC_03801	9.1	11.0		
contig_1	3633189	3633653	+	MPDKNC_03837	17.6	8.8		RefSeq:WP_238282630.1, SO:0001217, UniParc:UPI001EE3211A, UniRef:UniRef100_UPI001EE3211A, UniRef:UniRef50_A0A0M0G1H6, UniRef:UniRef90_A0A5D4S0Q3
contig_1	3661778	3662020	+	MPDKNC_03860	8.6	6.1		SO:0001217, UniRef:UniRef50_A0A5D4RN21
contig_1	3662450	3662641	-	MPDKNC_03861	7.0	11.2		
contig_1	3672933	3673028	-	MPDKNC_03872	3.6	10.3		
contig_1	3701701	3702153	-	MPDKNC_03898	17.0	7.1		RefSeq:WP_056540022.1, SO:0001217, UniParc:UPI0006F49F14, UniRef:UniRef100_UPI0006F49F14, UniRef:UniRef50_A0A5D4S3S5, UniRef:UniRef90_A0A5D4S3S5
contig_1	3722741	3722887	-	MPDKNC_03936	6.1	9.6		SO:0001217, UniRef:UniRef50_A0A1C4CS57
contig_1	3736411	3736767	+	MPDKNC_03950	12.7	6.7		
contig_1	3759356	3759796	-	MPDKNC_03966	16.7	10.0		RefSeq:WP_238282806.1, SO:0001217, UniParc:UPI001EE36D6E, UniRef:UniRef100_UPI001EE36D6E, UniRef:UniRef50_A0A0M0FZM7, UniRef:UniRef90_A0A0M0FZM7
contig_1	3788556	3788873	+	MPDKNC_03987	12.0	6.2		
contig_1	3791588	3791749	-	MPDKNC_03990	6.4	10.6		RefSeq:WP_164468458.1, SO:0001217, UniParc:UPI000A809E24, UniRef:UniRef100_UPI000A809E24, UniRef:UniRef50_UPI00296FBD20, UniRef:UniRef90_UPI00345ABF3F
contig_1	3809278	3809856	+	MPDKNC_04009	22.0	4.8		RefSeq:WP_238282922.1, SO:0001217, UniParc:UPI001EE2C788, UniRef:UniRef100_UPI001EE2C788, UniRef:UniRef50_A0A161T3L5, UniRef:UniRef90_A0A161T3L5
contig_1	3813297	3813872	-	MPDKNC_04013	21.8	10.2		RefSeq:WP_238282938.1, SO:0001217, UniParc:UPI001EE32CE0, UniRef:UniRef100_UPI001EE32CE0, UniRef:UniRef50_UPI001EE32CE0, UniRef:UniRef90_UPI001EE32CE0
contig_1	3828994	3829431	-	MPDKNC_04023	16.4	8.8		SO:0001217, UniRef:UniRef50_A0A0M0FZ99, UniRef:UniRef90_A0A5D4RNJ0
contig_1	3830573	3831142	-	MPDKNC_04025	21.3	6.0		RefSeq:WP_238283001.1, SO:0001217, UniParc:UPI001EE30D2F, UniRef:UniRef100_UPI001EE30D2F, UniRef:UniRef50_A0A5D4RRR2, UniRef:UniRef90_UPI0028534455
contig_1	3831142	3831729	-	MPDKNC_04026	21.3	9.1		RefSeq:WP_238283011.1, SO:0001217, UniParc:UPI001EE2A5B7, UniRef:UniRef100_UPI001EE2A5B7, UniRef:UniRef50_A0A5D4RMM7, UniRef:UniRef90_UPI0025B1BE89
contig_1	3831795	3832382	-	MPDKNC_04027	20.7	5.3		RefSeq:WP_238283013.1, SO:0001217, UniParc:UPI001EE2FE39, UniRef:UniRef100_UPI001EE2FE39, UniRef:UniRef50_A0A5D4RRV5, UniRef:UniRef90_UPI001EE2FE39
contig_1	3833413	3834516	-	MPDKNC_04029	41.0	4.3		SO:0001217, UniRef:UniRef50_UPI0035194A1D, UniRef:UniRef90_UPI001EE31F14
contig_1	3834894	3836015	+	MPDKNC_04030	42.9	9.3		RefSeq:WP_238283017.1, SO:0001217, UniParc:UPI001EE28FB3, UniRef:UniRef100_UPI001EE28FB3, UniRef:UniRef50_UPI00345A0839, UniRef:UniRef90_UPI00345A0839
contig_1	3839018	3840325	-	MPDKNC_04033	50.4	9.3		RefSeq:WP_238283023.1, SO:0001217, UniParc:UPI001EE280BD, UniRef:UniRef100_UPI001EE280BD, UniRef:UniRef50_UPI0025C74E42, UniRef:UniRef90_UPI001EE280BD
contig_1	3856308	3856490	-	MPDKNC_04050	7.1	9.1		RefSeq:WP_238283057.1, SO:0001217, UniParc:UPI001EE3350E, UniRef:UniRef100_UPI001EE3350E, UniRef:UniRef50_A0A0M0FZG2, UniRef:UniRef90_A0A5D4RRP2
contig_1	3866118	3866408	+	MPDKNC_04059	11.2	4.6		RefSeq:WP_238283081.1, SO:0001217, UniParc:UPI001EE2BD9B, UniRef:UniRef100_UPI001EE2BD9B, UniRef:UniRef50_UPI002DCB75FD, UniRef:UniRef90_UPI001EE2BD9B
contig_1	3872550	3873041	+	MPDKNC_04065	18.2	10.4		RefSeq:WP_238283089.1, SO:0001217, UniParc:UPI001EE22F71, UniRef:UniRef100_UPI001EE22F71, UniRef:UniRef50_A0A0M0FZW9, UniRef:UniRef90_A0A0M0FZW9
contig_1	3905456	3906127	-	MPDKNC_04088	25.2	7.8		RefSeq:WP_238283105.1, SO:0001217, UniParc:UPI001EE1899E, UniRef:UniRef100_UPI001EE1899E, UniRef:UniRef50_A0A0M0G035, UniRef:UniRef90_A0A0M0G035
contig_1	3907236	3907352	+	MPDKNC_04090	4.1	9.4		
contig_1	3907571	3907891	+	MPDKNC_04091	12.0	6.3		RefSeq:WP_048015269.1, SO:0001217, UniParc:UPI00064F3472, UniRef:UniRef100_A0A165IPK0, UniRef:UniRef50_A0A0P6WP87, UniRef:UniRef90_A0A165IPK0
contig_1	3913999	3914472	-	MPDKNC_04097	18.1	7.7		RefSeq:WP_148985719.1, SO:0001217, UniParc:UPI0011E919FC, UniRef:UniRef100_A0A5D4RM14, UniRef:UniRef50_A0A0J5VER5, UniRef:UniRef90_A0A0J5VER5
contig_1	3914954	3915157	-	MPDKNC_04098	7.6	6.0		
contig_1	3915431	3915571	-	MPDKNC_04099	5.3	10.5		
contig_1	3924296	3924460	-	MPDKNC_04105	6.3	4.9		RefSeq:WP_156450683.1, SO:0001217, UniParc:UPI000A6E49A8, UniRef:UniRef100_UPI000A6E49A8, UniRef:UniRef50_A0A6I6UTQ9, UniRef:UniRef90_UPI000B304DC3
contig_1	3940930	3941382	-	MPDKNC_04125	17.0	9.7		RefSeq:WP_238283153.1, SO:0001217, UniParc:UPI001EE29996, UniRef:UniRef100_UPI001EE29996, UniRef:UniRef50_UPI001EE29996, UniRef:UniRef90_UPI001EE29996
contig_1	3943576	3943755	-	MPDKNC_04128	7.0	9.5		
contig_1	3971884	3972525	-	MPDKNC_04158	25.1	9.7		RefSeq:WP_238283172.1, SO:0001217, UniParc:UPI001EE24DF7, UniRef:UniRef100_UPI001EE24DF7, UniRef:UniRef50_A0A0M0FZP0, UniRef:UniRef90_A0A0M0FZP0
contig_1	3986558	3987004	-	MPDKNC_04170	16.6	5.8		RefSeq:WP_238283182.1, SO:0001217, UniParc:UPI001EE26CED, UniRef:UniRef100_UPI001EE26CED, UniRef:UniRef50_A0A0J5SLU9, UniRef:UniRef90_A0A0J5SLU9
contig_1	3987757	3987945	-	MPDKNC_04172	7.2	10.0		
contig_1	4003008	4003187	+	MPDKNC_04187	6.8	10.7		
contig_1	4029687	4029872	-	MPDKNC_04210	7.2	10.5		
contig_1	4040474	4040794	-	MPDKNC_04223	12.0	4.5		RefSeq:WP_238283204.1, SO:0001217, UniParc:UPI001EE36142, UniRef:UniRef100_UPI001EE36142, UniRef:UniRef50_UPI003457B190, UniRef:UniRef90_UPI0011E84065
contig_1	4045461	4045610	+	MPDKNC_04231	5.3	9.7		
contig_1	4053186	4054733	-	MPDKNC_04239	57.6	4.9		RefSeq:WP_238283212.1, SO:0001217, UniParc:UPI001EE250CC, UniRef:UniRef100_UPI001EE250CC, UniRef:UniRef50_A0A0M0FZV3, UniRef:UniRef90_A0A0M0FZV3
contig_1	4101993	4102910	-	MPDKNC_04287	35.3	4.9		RefSeq:WP_238283242.1, SO:0001217, UniParc:UPI001EE25004, UniRef:UniRef100_UPI001EE25004, UniRef:UniRef50_A0A0M0FZZ3, UniRef:UniRef90_A0A0M0FZZ3
contig_1	4102924	4103292	-	MPDKNC_04288	14.2	8.9		RefSeq:WP_238283243.1, SO:0001217, UniParc:UPI001EE318F6, UniRef:UniRef100_UPI001EE318F6, UniRef:UniRef50_A0A0J5V9M3, UniRef:UniRef90_A0A0J5V9M3
contig_1	4129828	4130151	-	MPDKNC_04312	12.6	4.5		RefSeq:WP_238283260.1, SO:0001217, UniParc:UPI001EE27373, UniRef:UniRef100_UPI001EE27373, UniRef:UniRef50_A0A5D4RKH6, UniRef:UniRef90_A0A5D4RKH6
contig_1	4139624	4140535	+	MPDKNC_04320	35.0	4.6		RefSeq:WP_238283268.1, SO:0001217, UniParc:UPI001EE1CC29, UniRef:UniRef100_UPI001EE1CC29, UniRef:UniRef50_A0A165KDR4, UniRef:UniRef90_A0A165KDR4
contig_1	4143633	4143755	-	MPDKNC_04324	4.8	11.2		
contig_1	4160000	4160581	+	MPDKNC_04338	21.8	10.7		
contig_1	4170312	4171016	-	MPDKNC_04347	26.9	5.7		RefSeq:WP_238283284.1, SO:0001217, UniParc:UPI001EE25473, UniRef:UniRef100_UPI001EE25473, UniRef:UniRef50_A0A163J3Y1, UniRef:UniRef90_A0A5D4RKK5
contig_1	4171013	4171735	-	MPDKNC_04348	26.7	7.8		RefSeq:WP_238283285.1, SO:0001217, UniParc:UPI001EE35D8C, UniRef:UniRef100_UPI001EE35D8C, UniRef:UniRef50_A0A0M0G077, UniRef:UniRef90_A0A0M0G077
contig_1	4187133	4187507	+	MPDKNC_04367	14.9	5.1		RefSeq:WP_238283301.1, SO:0001217, UniParc:UPI001EE387C4, UniRef:UniRef100_UPI001EE387C4, UniRef:UniRef50_UPI0013670B0A, UniRef:UniRef90_UPI001EE387C4
contig_1	4196314	4196583	-	MPDKNC_04377	9.5	8.3		RefSeq:WP_238283306.1, SO:0001217, UniParc:UPI001EE30A17, UniRef:UniRef100_UPI001EE30A17, UniRef:UniRef50_A0A0M0G0A1, UniRef:UniRef90_A0A0M0G0A1
contig_1	4243078	4243785	-	MPDKNC_04419	27.1	9.5		SO:0001217, UniRef:UniRef50_A0A165ISY2, UniRef:UniRef90_A0A0M0G0D7
contig_1	4273264	4273392	+	MPDKNC_04448	4.9	9.7		
contig_1	4286980	4287156	+	MPDKNC_04462	6.3	8.2		RefSeq:WP_156450693.1, SO:0001217, UniParc:UPI000A907858, UniRef:UniRef100_UPI000A907858, UniRef:UniRef50_UPI0015C49EF0, UniRef:UniRef90_UPI0015C49EF0
contig_2	3	347	-	MPDKNC_04474	13.7	9.6		
contig_2	1667	1978	-	MPDKNC_04476	11.7	9.4		RefSeq:WP_238284503.1, SO:0001217, UniParc:UPI001EE15F11, UniRef:UniRef100_UPI001EE15F11, UniRef:UniRef50_UPI001EE15F11, UniRef:UniRef90_UPI001EE15F11
contig_2	4883	5188	+	MPDKNC_04479	11.9	9.8		RefSeq:WP_238284506.1, SO:0001217, UniParc:UPI001EE2809B, UniRef:UniRef100_UPI001EE2809B, UniRef:UniRef50_UPI001EE2809B, UniRef:UniRef90_UPI001EE2809B
contig_2	5188	5820	+	MPDKNC_04480	24.3	4.5		RefSeq:WP_238284507.1, SO:0001217, UniParc:UPI001EE25249, UniRef:UniRef100_UPI001EE25249, UniRef:UniRef50_UPI001EE25249, UniRef:UniRef90_UPI001EE25249
contig_2	8223	8477	+	MPDKNC_04482	9.9	5.7		RefSeq:WP_238284500.1, SO:0001217, UniParc:UPI001EE30DDD, UniRef:UniRef100_UPI001EE30DDD, UniRef:UniRef50_K6E4A5, UniRef:UniRef90_UPI001EE30DDD
contig_2	9978	10967	-	MPDKNC_04483	38.3	9.7		SO:0001217, UniRef:UniRef50_UPI0025567D69
